ID,time,assessor_type,feedback_provider,student,assessor,record_id,unmatch,department,log_letter_count,log_date_count,log_id,item,person,value,feedback_letter_count
07_060,2024-10-27T02:26:38Z,faculty,f010,s015,7,60,0,A Community Hospital,951,4,43,accurate,supervisor,1,104
07_060,2024-10-27T02:26:38Z,faculty,f010,s015,7,60,0,A Community Hospital,951,4,43,prioritization,ai,4,434
07_060,2024-10-27T02:26:38Z,faculty,f010,s015,7,60,0,A Community Hospital,951,4,43,prioritization,supervisor,1,104
07_060,2024-10-27T02:26:38Z,faculty,f010,s015,7,60,0,A Community Hospital,951,4,43,supportive,ai,4,434
07_060,2024-10-27T02:26:38Z,faculty,f010,s015,7,60,0,A Community Hospital,951,4,43,supportive,supervisor,5,104
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,criteria.based,ai,5,287
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,criteria.based,supervisor,1,141
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,clear.direction,ai,5,287
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,clear.direction,supervisor,5,141
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,accurate,ai,4,287
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,accurate,supervisor,5,141
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,prioritization,ai,4,287
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,prioritization,supervisor,5,141
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,supportive,ai,5,287
07_061,2024-10-27T02:31:11Z,faculty,f011,s035,7,61,0,Neurology,405,4,47,supportive,supervisor,4,141
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,criteria.based,ai,5,301
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,criteria.based,supervisor,1,108
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,clear.direction,ai,5,301
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,clear.direction,supervisor,5,108
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,accurate,ai,4,301
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,accurate,supervisor,3,108
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,prioritization,ai,3,301
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,prioritization,supervisor,4,108
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,supportive,ai,5,301
07_062,2024-10-27T02:35:09Z,faculty,f011,s035,7,62,0,A Community Hospital,951,4,43,supportive,supervisor,2,108
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,criteria.based,ai,4,400
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,criteria.based,supervisor,1,36
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,clear.direction,ai,5,400
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,clear.direction,supervisor,1,36
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,accurate,ai,5,400
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,accurate,supervisor,5,36
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,prioritization,ai,4,400
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,prioritization,supervisor,1,36
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,supportive,ai,5,400
07_063,2024-10-27T02:37:35Z,faculty,f039,s040,7,63,0,Diabetes and Endocrinology,261,1,48,supportive,supervisor,5,36
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,criteria.based,ai,5,480
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,criteria.based,supervisor,2,167
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,clear.direction,ai,5,480
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,clear.direction,supervisor,5,167
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,accurate,ai,4,480
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,accurate,supervisor,5,167
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,prioritization,ai,4,480
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,prioritization,supervisor,5,167
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,supportive,ai,4,480
07_064,2024-10-27T02:42:49Z,faculty,f007,s018,7,64,0,Paediatrics,522,3,49,supportive,supervisor,3,167
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,criteria.based,ai,4,341
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,criteria.based,supervisor,4,140
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,clear.direction,ai,3,341
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,clear.direction,supervisor,2,140
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,accurate,ai,2,341
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,accurate,supervisor,3,140
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,prioritization,ai,4,341
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,prioritization,supervisor,4,140
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,supportive,ai,5,341
07_065,2024-10-27T02:49:36Z,faculty,f031,s014,7,65,0,Psychiatry,1235,4,20,supportive,supervisor,5,140
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,criteria.based,ai,4,361
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,criteria.based,supervisor,3,90
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,clear.direction,ai,5,361
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,clear.direction,supervisor,3,90
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,accurate,ai,3,361
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,accurate,supervisor,5,90
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,prioritization,ai,2,361
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,prioritization,supervisor,5,90
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,supportive,ai,5,361
07_067,2024-10-27T02:57:40Z,faculty,f011,s026,7,67,0,Geriatric Medicine,519,5,50,supportive,supervisor,5,90
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,criteria.based,ai,4,383
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,criteria.based,supervisor,2,218
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,clear.direction,ai,5,383
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,clear.direction,supervisor,5,218
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,accurate,ai,3,383
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,accurate,supervisor,5,218
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,prioritization,ai,5,383
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,prioritization,supervisor,4,218
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,supportive,ai,5,383
07_068,2024-10-27T03:01:26Z,faculty,f041,s043,7,68,0,Paediatrics,522,3,49,supportive,supervisor,5,218
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,criteria.based,ai,5,308
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,criteria.based,supervisor,2,43
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,clear.direction,ai,5,308
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,clear.direction,supervisor,2,43
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,accurate,ai,3,308
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,accurate,supervisor,3,43
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,prioritization,ai,4,308
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,prioritization,supervisor,3,43
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,supportive,ai,4,308
08_069,2024-11-28T21:36:09Z,faculty,f011,s038,8,69,0,Paediatrics,204,3,51,supportive,supervisor,5,43
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,criteria.based,ai,5,383
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,criteria.based,supervisor,2,31
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,clear.direction,ai,5,383
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,clear.direction,supervisor,2,31
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,accurate,ai,4,383
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,accurate,supervisor,3,31
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,prioritization,ai,4,383
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,prioritization,supervisor,1,31
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,supportive,ai,5,383
08_070,2024-11-28T21:40:46Z,faculty,f040,s041,8,70,0,A Community Hospital,365,2,38,supportive,supervisor,5,31
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,criteria.based,ai,5,386
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,criteria.based,supervisor,3,211
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,clear.direction,ai,4,386
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,clear.direction,supervisor,5,211
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,accurate,ai,4,386
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,accurate,supervisor,4,211
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,prioritization,ai,4,386
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,prioritization,supervisor,5,211
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,supportive,ai,4,386
08_071,2024-11-28T21:49:53Z,faculty,f007,s007,8,71,0,Neurology,308,2,52,supportive,supervisor,5,211
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,criteria.based,ai,5,430
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,criteria.based,supervisor,1,45
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,clear.direction,ai,5,430
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,clear.direction,supervisor,1,45
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,accurate,ai,4,430
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,accurate,supervisor,4,45
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,prioritization,ai,5,430
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,prioritization,supervisor,1,45
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,supportive,ai,5,430
08_072,2024-11-28T21:55:20Z,faculty,f020,s019,8,72,0,Surgical Unit,1534,4,53,supportive,supervisor,5,45
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,criteria.based,ai,5,383
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,criteria.based,supervisor,3,51
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,clear.direction,ai,5,383
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,clear.direction,supervisor,4,51
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,accurate,ai,4,383
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,accurate,supervisor,4,51
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,prioritization,ai,4,383
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,prioritization,supervisor,5,51
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,supportive,ai,5,383
08_073,2024-11-28T21:58:45Z,faculty,f014,s013,8,73,0,Thoracic Surgery Unit,185,3,22,supportive,supervisor,5,51
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,criteria.based,ai,5,371
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,criteria.based,supervisor,1,35
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,clear.direction,ai,5,371
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,clear.direction,supervisor,2,35
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,accurate,ai,4,371
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,accurate,supervisor,4,35
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,prioritization,ai,4,371
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,prioritization,supervisor,2,35
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,supportive,ai,5,371
08_074,2024-11-28T22:02:34Z,faculty,f008,s010,8,74,0,Surgical Unit,396,4,54,supportive,supervisor,5,35
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,criteria.based,ai,5,495
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,criteria.based,supervisor,3,70
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,clear.direction,ai,5,495
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,clear.direction,supervisor,5,70
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,accurate,ai,4,495
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,accurate,supervisor,5,70
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,prioritization,ai,4,495
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,prioritization,supervisor,5,70
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,supportive,ai,5,495
08_075,2024-11-28T22:05:53Z,faculty,f021,s005,8,75,0,Haematology,1275,5,55,supportive,supervisor,5,70
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,criteria.based,ai,5,321
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,criteria.based,supervisor,2,137
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,clear.direction,ai,5,321
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,clear.direction,supervisor,4,137
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,accurate,ai,4,321
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,accurate,supervisor,5,137
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,prioritization,ai,5,321
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,prioritization,supervisor,5,137
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,supportive,ai,5,321
08_076,2024-11-28T22:10:15Z,faculty,f001,s001,8,76,0,Surgical Unit,561,2,56,supportive,supervisor,5,137
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,criteria.based,ai,4,202
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,criteria.based,supervisor,1,9
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,clear.direction,ai,5,202
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,clear.direction,supervisor,1,9
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,accurate,ai,4,202
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,accurate,supervisor,1,9
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,prioritization,ai,5,202
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,prioritization,supervisor,1,9
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,supportive,ai,5,202
08_077,2024-11-28T22:13:45Z,faculty,f018,s013,8,77,0,Surgical Unit,161,1,57,supportive,supervisor,5,9
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,criteria.based,ai,5,314
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,criteria.based,supervisor,2,25
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,clear.direction,ai,5,314
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,clear.direction,supervisor,2,25
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,accurate,ai,5,314
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,accurate,supervisor,2,25
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,prioritization,ai,5,314
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,prioritization,supervisor,3,25
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,supportive,ai,5,314
08_078,2024-11-28T22:16:40Z,faculty,f034,s033,8,78,0,B Community Hospital,621,4,39,supportive,supervisor,5,25
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,criteria.based,ai,5,514
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,criteria.based,supervisor,4,305
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,clear.direction,ai,5,514
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,clear.direction,supervisor,5,305
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,accurate,ai,5,514
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,accurate,supervisor,5,305
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,prioritization,ai,4,514
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,prioritization,supervisor,5,305
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,supportive,ai,5,514
08_079,2024-11-28T22:20:51Z,faculty,f009,s020,8,79,0,Paediatrics,528,3,58,supportive,supervisor,5,305
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,criteria.based,ai,5,479
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,criteria.based,supervisor,3,47
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,clear.direction,ai,5,479
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,clear.direction,supervisor,4,47
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,accurate,ai,5,479
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,accurate,supervisor,5,47
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,prioritization,ai,5,479
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,prioritization,supervisor,5,47
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,supportive,ai,5,479
08_080,2024-11-28T22:24:29Z,faculty,f010,s018,8,80,0,Haematology,1089,5,59,supportive,supervisor,5,47
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,criteria.based,ai,5,466
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,criteria.based,supervisor,4,98
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,clear.direction,ai,5,466
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,clear.direction,supervisor,3,98
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,accurate,ai,5,466
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,accurate,supervisor,4,98
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,prioritization,ai,4,466
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,prioritization,supervisor,4,98
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,supportive,ai,5,466
08_081,2024-11-28T22:28:22Z,faculty,f022,s032,8,81,0,Paediatrics,942,3,60,supportive,supervisor,5,98
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,criteria.based,ai,5,298
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,criteria.based,supervisor,3,57
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,clear.direction,ai,5,298
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,clear.direction,supervisor,2,57
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,accurate,ai,5,298
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,accurate,supervisor,5,57
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,prioritization,ai,5,298
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,prioritization,supervisor,5,57
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,supportive,ai,5,298
08_082,2024-11-28T22:31:00Z,faculty,f010,s012,8,82,0,B Community Hospital,816,5,35,supportive,supervisor,5,57
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,criteria.based,ai,5,477
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,criteria.based,supervisor,2,26
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,clear.direction,ai,5,477
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,clear.direction,supervisor,2,26
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,accurate,ai,5,477
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,accurate,supervisor,4,26
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,prioritization,ai,5,477
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,prioritization,supervisor,1,26
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,supportive,ai,5,477
08_083,2024-11-28T22:33:37Z,faculty,f001,s003,8,83,0,General Medicine,758,3,61,supportive,supervisor,5,26
